Measurement time:; 2020-12-10 10:36:03 AM
Radiation device:; Varian TrueBeam Accelerator
Energy:; 15 MeV 
Controller:; CCU
Measurement device:; SMARTSCAN (48*48*41)
Field detector:; EFD3G Diode
Reference detector:; CC 13
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Inline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
54.7; 0.0; 20.0; 13.72; 565939.0; 12.88
54.2; 0.0; 20.0; 15.65; 645561.3; 14.70
53.7; 0.0; 20.0; 18.16; 749360.0; 17.18
53.2; 0.0; 20.0; 21.18; 873699.2; 20.13
52.7; 0.0; 20.0; 25.35; 1045655.9; 23.86
52.2; 0.0; 20.0; 29.89; 1233169.1; 28.08
51.7; 0.0; 20.0; 34.52; 1424036.9; 32.58
51.2; 0.0; 20.0; 39.67; 1636639.4; 37.38
50.7; 0.0; 20.0; 44.69; 1843621.2; 42.47
50.2; 0.0; 20.0; 51.13; 2109272.5; 48.15
49.7; 0.0; 20.0; 57.67; 2379149.2; 53.99
49.2; 0.0; 20.0; 63.66; 2626418.6; 59.75
48.7; 0.0; 20.0; 69.35; 2861141.5; 65.08
48.2; 0.0; 20.0; 72.45; 2989084.8; 69.69
47.7; 0.0; 20.0; 78.56; 3241213.1; 73.81
47.2; 0.0; 20.0; 82.73; 3412890.7; 77.40
46.7; 0.0; 20.0; 85.66; 3533873.9; 80.71
46.1; 0.0; 20.0; 88.78; 3662579.2; 83.59
45.6; 0.0; 20.0; 90.04; 3714623.7; 85.53
45.2; 0.0; 20.0; 92.46; 3814382.3; 87.47
44.7; 0.0; 20.0; 94.61; 3903029.8; 88.77
44.2; 0.0; 20.0; 95.06; 3921767.2; 89.75
43.6; 0.0; 20.0; 95.42; 3936646.2; 90.74
43.1; 0.0; 20.0; 97.14; 4007679.1; 91.59
42.6; 0.0; 20.0; 98.36; 4058039.9; 92.28
42.1; 0.0; 20.0; 98.74; 4073718.1; 92.65
41.6; 0.0; 20.0; 98.04; 4044807.7; 92.76
41.1; 0.0; 20.0; 97.90; 4039071.1; 93.08
40.6; 0.0; 20.0; 99.30; 4096733.9; 93.41
40.1; 0.0; 20.0; 100.01; 4125942.7; 93.72
39.6; 0.0; 20.0; 99.13; 4089599.3; 94.01
39.1; 0.0; 20.0; 99.76; 4115558.3; 93.98
38.6; 0.0; 20.0; 99.36; 4099110.7; 93.93
38.1; 0.0; 20.0; 100.10; 4129566.8; 94.08
37.6; 0.0; 20.0; 100.58; 4149446.8; 94.25
37.1; 0.0; 20.0; 99.47; 4103849.2; 94.29
36.6; 0.0; 20.0; 99.27; 4095304.3; 94.37
36.1; 0.0; 20.0; 100.98; 4165769.4; 94.68
35.6; 0.0; 20.0; 101.42; 4183988.9; 94.57
35.1; 0.0; 20.0; 99.65; 4111030.5; 94.80
34.5; 0.0; 20.0; 99.69; 4112801.2; 94.64
34.0; 0.0; 20.0; 100.59; 4150004.4; 94.88
33.5; 0.0; 20.0; 100.90; 4162558.1; 94.92
33.1; 0.0; 20.0; 101.73; 4196767.7; 94.82
32.6; 0.0; 20.0; 99.38; 4100083.2; 94.90
32.0; 0.0; 20.0; 100.49; 4145651.4; 95.09
31.5; 0.0; 20.0; 100.90; 4162818.7; 94.94
31.0; 0.0; 20.0; 101.03; 4167978.3; 94.88
30.5; 0.0; 20.0; 101.61; 4191899.6; 95.04
30.0; 0.0; 20.0; 99.61; 4109553.9; 94.92
29.5; 0.0; 20.0; 100.69; 4154196.9; 95.19
29.0; 0.0; 20.0; 101.50; 4187509.7; 95.12
28.5; 0.0; 20.0; 101.04; 4168379.0; 95.03
28.0; 0.0; 20.0; 100.50; 4146187.4; 95.12
27.5; 0.0; 20.0; 100.34; 4139491.8; 95.05
27.0; 0.0; 20.0; 100.43; 4143262.3; 94.81
26.5; 0.0; 20.0; 101.37; 4182237.5; 95.02
26.0; 0.0; 20.0; 100.71; 4154911.0; 95.14
25.5; 0.0; 20.0; 100.33; 4139128.6; 95.28
25.0; 0.0; 20.0; 100.68; 4153412.4; 95.03
24.5; 0.0; 20.0; 101.41; 4183716.0; 95.08
24.0; 0.0; 20.0; 101.89; 4203710.2; 95.41
23.5; 0.0; 20.0; 101.05; 4168871.4; 95.32
23.0; 0.0; 20.0; 100.25; 4135948.2; 95.49
22.5; 0.0; 20.0; 100.74; 4156216.6; 95.20
21.9; 0.0; 20.0; 101.18; 4174031.0; 95.04
